EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
1206,44,Male,Research & Development,Research Scientist,3,Life Sciences,Single,2290,3636.1005947767003,0.6297955571662707,Underpaid,13,3,0,1.0,No,0,0,0,0,6,2,3,4,3,4,3,Non-Travel,17,0,0.0,30,Medium,No,0
1207,33,Male,Human Resources,Human Resources,3,Human Resources,Married,3600,2846.1577134801987,1.2648631461810402,Overpaid,13,3,1,1.1,No,5,4,1,4,5,1,3,2,3,4,2,Travel_Rarely,2,0,0.0,0,Stable,No,0
1210,41,Male,Research & Development,Research Scientist,2,Life Sciences,Divorced,2107,3328.1404571377657,0.6330862615732393,Underpaid,17,3,1,1.1,No,1,0,0,0,5,6,1,1,1,1,2,Non-Travel,5,0,0.0,45,Medium,Yes,1
1211,30,Male,Sales,Sales Executive,4,Life Sciences,Divorced,4115,5275.443520415599,0.7800292021088344,Underpaid,19,3,3,1.3,No,4,3,0,3,8,8,1,3,3,3,3,Travel_Rarely,29,1,12196.86,45,Medium,No,0
1212,40,Male,Sales,Sales Executive,4,Medical,Married,4327,3851.790199744968,1.1233737497661467,Fair,12,3,3,1.3,No,0,0,0,0,5,5,2,2,3,4,2,Travel_Frequently,2,0,0.0,15,Stable,No,0
1215,50,Female,Research & Development,Manager,3,Medical,Married,17856,15329.795096668564,1.1647905198602704,Overpaid,22,4,1,1.1,No,2,2,2,2,32,2,1,4,3,3,3,Travel_Frequently,2,0,0.0,15,Stable,No,0
1216,28,Male,Research & Development,Laboratory Technician,4,Medical,Married,3196,3968.1030375265345,0.8054226338820539,Underpaid,12,3,3,1.3,No,6,5,3,3,6,1,1,4,3,3,2,Travel_Rarely,19,1,5982.912,45,Medium,No,0
1217,46,Male,Research & Development,Research Director,2,Life Sciences,Married,19081,12475.89004771295,1.5294299586663864,Overpaid,11,3,1,1.1,No,4,2,0,3,25,5,2,4,3,1,2,Travel_Rarely,15,0,0.0,15,Stable,No,0
1218,35,Male,Sales,Sales Executive,4,Life Sciences,Married,8966,8396.15225437378,1.067870106253656,Fair,15,3,3,1.3,Yes,7,7,1,7,15,3,1,3,3,4,2,Travel_Rarely,17,0,0.0,40,Medium,No,0
1219,24,Female,Research & Development,Laboratory Technician,2,Life Sciences,Married,2210,1860.9888347148874,1.1875407088826424,Overpaid,13,3,1,1.1,No,1,0,0,0,1,1,2,4,1,1,3,Travel_Rarely,17,0,0.0,15,Stable,Yes,1
1220,33,Female,Sales,Sales Executive,3,Medical,Married,4539,6397.678433066531,0.709476108792853,Underpaid,12,3,1,1.1,No,10,7,0,1,10,1,3,2,2,1,3,Travel_Frequently,25,1,7189.776000000001,30,Medium,No,0
1221,36,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,2741,4376.586343869743,0.6262871984324727,Underpaid,14,3,1,1.1,No,7,7,1,7,7,1,3,3,3,3,4,Travel_Rarely,6,1,5065.368,30,Medium,No,0
1224,30,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,3491,5889.528770932025,0.5927469133404956,Underpaid,13,3,3,1.3,No,10,7,8,9,10,1,3,3,2,1,4,Travel_Rarely,7,1,7079.7480000000005,50,High,No,0
1225,44,Male,Research & Development,Research Scientist,4,Other,Single,4541,10143.854078273864,0.44766022509392434,Underpaid,25,4,0,1.0,No,20,11,13,17,20,1,4,4,3,2,3,Travel_Rarely,29,1,13623.0,50,High,No,0
1226,20,Male,Sales,Sales Representative,3,Marketing,Single,2678,2567.5887131427353,1.0430019365220378,Fair,17,3,0,1.0,No,2,1,2,2,2,1,4,3,3,4,2,Travel_Rarely,21,1,5463.120000000001,0,Stable,No,0
1228,46,Male,Research & Development,Manufacturing Director,4,Technical Degree,Divorced,7379,6596.937663666526,1.11854929911507,Fair,11,3,1,1.1,No,6,3,1,4,12,2,4,4,2,3,3,Travel_Rarely,2,1,10714.308,0,Stable,No,0
1231,42,Male,Human Resources,Human Resources,5,Medical,Married,6272,4914.021538576439,1.2763476819877675,Overpaid,16,3,1,1.1,No,4,3,0,3,10,7,1,4,4,1,3,Non-Travel,2,0,0.0,15,Stable,No,0
1233,60,Male,Sales,Sales Executive,4,Marketing,Divorced,5220,7264.409860684235,0.7185717904287311,Underpaid,18,3,1,1.1,Yes,11,7,1,9,12,0,4,2,3,2,3,Travel_Rarely,7,0,0.0,55,High,No,0
1234,32,Female,Research & Development,Laboratory Technician,3,Other,Married,2743,1917.1543439097486,1.430766390152012,Overpaid,20,4,1,1.1,No,2,2,2,2,2,1,2,3,3,3,2,Travel_Frequently,13,0,0.0,15,Stable,No,0
1235,32,Female,Research & Development,Research Scientist,2,Life Sciences,Single,4998,5623.217538119492,0.8888149829023729,Fair,14,3,0,1.0,Yes,8,7,0,7,10,4,3,4,3,4,2,Travel_Frequently,2,0,0.0,25,Medium,No,0
1237,36,Female,Research & Development,Manufacturing Director,3,Technical Degree,Divorced,10252,8531.579734699782,1.2016531895380285,Overpaid,21,4,1,1.1,Yes,7,7,7,7,17,2,1,3,3,3,2,Travel_Rarely,1,0,0.0,60,High,No,0
1238,33,Male,Research & Development,Research Scientist,3,Medical,Married,2781,7968.059434032505,0.3490184809769398,Underpaid,13,3,1,1.1,No,14,10,4,10,15,0,4,1,3,2,5,Travel_Rarely,9,1,4772.196000000001,50,High,No,0
1239,40,Female,Sales,Sales Executive,3,Technical Degree,Divorced,6852,5063.314218787549,1.3532638315385384,Overpaid,12,3,1,1.1,No,5,1,1,3,7,7,2,2,4,2,2,Travel_Rarely,10,0,0.0,15,Stable,No,0
1240,25,Male,Sales,Sales Executive,4,Life Sciences,Single,4950,3925.872536227348,1.2608662034546871,Overpaid,14,3,0,1.0,No,4,3,1,1,5,0,4,3,3,2,4,Travel_Rarely,10,0,0.0,0,Stable,No,0
1241,30,Male,Research & Development,Research Scientist,3,Medical,Married,3579,6238.154337293124,0.5737273889816918,Underpaid,21,4,1,1.1,Yes,11,9,5,7,12,0,2,4,3,1,2,Travel_Rarely,1,0,0.0,90,High,No,0
1242,42,Female,Research & Development,Research Director,5,Medical,Married,13191,9896.745338805304,1.3328624258197155,Overpaid,17,3,0,1.0,Yes,1,0,0,0,20,3,1,1,3,3,6,Travel_Frequently,26,0,0.0,40,Medium,No,0
1243,35,Female,Sales,Sales Executive,2,Marketing,Married,10377,9587.208643810078,1.0823796983598397,Fair,11,3,1,1.1,Yes,13,2,4,12,16,4,4,3,2,2,6,Non-Travel,8,0,0.0,45,Medium,No,0
1244,27,Male,Research & Development,Research Scientist,3,Life Sciences,Married,2235,5140.377981548947,0.43479292924029855,Underpaid,14,3,2,1.2,Yes,9,7,6,8,9,1,1,1,2,4,3,Travel_Rarely,14,0,0.0,90,High,No,0
1245,54,Female,Research & Development,Manufacturing Director,4,Life Sciences,Divorced,10502,15941.561987354165,0.6587811161999582,Underpaid,17,3,1,1.1,No,5,4,1,4,33,7,3,4,1,1,2,Travel_Frequently,1,1,23566.488000000005,30,Medium,No,0
1246,44,Female,Research & Development,Research Scientist,1,Life Sciences,Married,2011,5915.402378845536,0.3399599674219409,Underpaid,13,3,1,1.1,No,10,5,7,7,10,1,4,1,3,4,5,Travel_Rarely,2,1,3450.8760000000007,50,High,No,0
1248,19,Female,Research & Development,Research Scientist,3,Medical,Single,1859,1128.4792630663064,1.6473497217385467,Overpaid,25,4,0,1.0,Yes,1,1,0,0,1,1,2,1,4,2,2,Non-Travel,10,0,0.0,40,Medium,Yes,1
1249,29,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,3760,2354.070217451595,1.5972335795787767,Overpaid,15,3,3,1.3,No,3,2,1,2,3,1,4,1,3,1,5,Travel_Rarely,1,0,0.0,0,Stable,No,0
1250,54,Male,Research & Development,Research Director,3,Life Sciences,Married,17779,17328.212239980694,1.0260146721298358,Fair,14,3,0,1.0,No,10,9,0,9,36,3,4,4,3,1,2,Travel_Rarely,3,1,29868.72,0,Stable,No,0
1251,31,Male,Research & Development,Healthcare Representative,2,Medical,Married,6833,4309.12063470554,1.585706360821557,Overpaid,12,3,0,1.0,Yes,6,5,0,1,6,1,1,3,2,4,2,Travel_Rarely,11,0,0.0,40,Medium,No,0
1252,31,Female,Research & Development,Healthcare Representative,3,Medical,Single,6812,6047.275822634341,1.1264576314682677,Fair,19,3,0,1.0,No,10,9,1,8,10,1,1,3,3,2,2,Travel_Rarely,24,1,15531.36,15,Stable,No,0
1254,59,Female,Sales,Sales Executive,3,Life Sciences,Single,5171,7816.913334788728,0.6615143060351915,Underpaid,17,3,0,1.0,No,6,1,0,5,13,5,4,3,3,4,2,Travel_Rarely,3,1,10548.84,30,Medium,No,0
1255,43,Male,Research & Development,Research Director,3,Life Sciences,Married,19740,12366.70183871864,1.5962218752777284,Overpaid,14,3,1,1.1,No,8,7,0,7,25,3,4,3,3,2,2,Travel_Rarely,3,0,0.0,0,Stable,No,0
1256,49,Male,Research & Development,Manager,2,Medical,Married,18711,11674.773629638366,1.60268632125757,Overpaid,13,3,1,1.1,No,1,0,0,0,23,2,3,1,4,3,2,Travel_Rarely,4,0,0.0,0,Stable,No,0
1257,36,Male,Research & Development,Research Scientist,3,Technical Degree,Married,3692,6455.117006970224,0.5719493536698692,Underpaid,12,3,0,1.0,No,11,10,0,7,12,1,2,3,2,3,2,Travel_Frequently,3,1,5316.48,45,Medium,No,0
1258,48,Male,Research & Development,Laboratory Technician,2,Technical Degree,Single,2559,4560.13080309139,0.5611681134815718,Underpaid,11,3,0,1.0,No,1,0,0,0,7,5,2,4,2,3,4,Travel_Rarely,2,0,0.0,45,Medium,No,0
1259,27,Male,Research & Development,Research Scientist,2,Life Sciences,Divorced,2517,3402.222793620146,0.739810457069385,Underpaid,11,3,3,1.3,No,5,3,0,3,5,1,3,1,3,2,2,Travel_Rarely,4,1,4319.1720000000005,30,Medium,No,0
1260,29,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,6623,4461.258015266947,1.4845588346012086,Overpaid,11,3,2,1.2,Yes,6,0,1,0,6,1,4,3,3,2,2,Travel_Rarely,7,0,0.0,25,Medium,No,0
1263,48,Male,Research & Development,Research Director,3,Life Sciences,Single,18265,12320.909731383996,1.4824392352680853,Overpaid,12,3,0,1.0,No,1,0,0,0,25,6,4,4,4,3,3,Travel_Rarely,1,0,0.0,0,Stable,No,0
1264,29,Female,Research & Development,Research Director,3,Life Sciences,Divorced,16124,5114.53277542329,3.1525851349472567,Overpaid,14,3,2,1.2,No,7,7,1,7,9,3,4,4,2,2,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
1265,34,Female,Research & Development,Research Scientist,3,Technical Degree,Married,2585,1891.1297634837092,1.3669077870352433,Overpaid,17,3,0,1.0,No,1,0,0,0,2,0,3,3,2,4,5,Travel_Rarely,20,0,0.0,0,Stable,No,0
1267,44,Male,Sales,Manager,3,Marketing,Married,18213,14485.32164071723,1.2573417733993926,Overpaid,11,3,1,1.1,No,22,9,3,10,26,7,2,2,3,3,5,Travel_Rarely,5,0,0.0,15,Stable,No,0
1268,33,Male,Sales,Sales Executive,5,Marketing,Divorced,8380,6120.426448504801,1.3691856393515203,Overpaid,14,3,2,1.2,Yes,9,8,0,8,10,0,3,4,3,4,3,Travel_Rarely,10,0,0.0,25,Medium,No,0
1269,19,Female,Research & Development,Research Scientist,3,Life Sciences,Single,2994,1441.272768754292,2.077330582321171,Overpaid,12,3,0,1.0,Yes,1,0,0,1,1,1,4,2,3,4,2,Travel_Rarely,25,0,0.0,25,Medium,No,0
1270,23,Male,Research & Development,Research Scientist,2,Life Sciences,Married,1223,1263.834390537554,0.9676900780329408,Fair,22,4,1,1.1,No,1,0,0,1,1,1,3,4,3,4,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
1273,25,Male,Sales,Sales Representative,1,Life Sciences,Single,1118,2286.069407725695,0.4890490184688866,Underpaid,14,3,0,1.0,Yes,1,0,1,0,1,1,4,3,3,4,4,Travel_Frequently,24,0,0.0,55,High,Yes,1
1275,26,Male,Research & Development,Research Scientist,2,Life Sciences,Single,2875,4554.456296988999,0.6312498819893593,Underpaid,20,4,0,1.0,Yes,8,5,2,2,8,1,4,3,2,2,2,Travel_Rarely,4,0,0.0,55,High,No,0
1277,45,Female,Sales,Manager,3,Marketing,Single,18824,14546.32051796114,1.2940729565773679,Overpaid,16,3,0,1.0,Yes,24,10,1,11,26,2,2,1,3,1,2,Travel_Rarely,2,0,0.0,40,Medium,Yes,1
1278,55,Male,Research & Development,Healthcare Representative,1,Medical,Divorced,13577,18271.237510439525,0.7430804833138748,Underpaid,15,3,1,1.1,Yes,33,9,15,0,34,1,2,4,3,4,3,Non-Travel,8,0,0.0,90,High,No,0
1279,21,Female,Research & Development,Laboratory Technician,2,Life Sciences,Single,2625,2004.5940533755538,1.3094920617866441,Overpaid,20,4,0,1.0,No,2,2,2,2,2,1,3,1,1,3,2,Travel_Frequently,10,0,0.0,0,Stable,Yes,1
1280,46,Female,Sales,Manager,2,Marketing,Married,18789,14213.309816338802,1.3219299545839245,Overpaid,14,3,1,1.1,No,11,4,0,8,26,2,2,4,3,3,2,Travel_Rarely,4,0,0.0,15,Stable,No,0
1281,34,Female,Sales,Sales Executive,3,Marketing,Single,4538,3556.9135213445024,1.2758252267782575,Overpaid,12,3,0,1.0,Yes,3,2,0,2,4,0,1,3,3,4,3,Travel_Rarely,2,0,0.0,40,Medium,No,0
1282,51,Male,Sales,Manager,3,Life Sciences,Divorced,19847,16803.01314204907,1.1811572027122588,Overpaid,24,4,1,1.1,Yes,29,10,11,10,31,4,2,4,2,1,5,Travel_Frequently,9,0,0.0,60,High,No,0
1283,59,Male,Research & Development,Manufacturing Director,4,Medical,Single,10512,12416.788366001208,0.8465957291164945,Underpaid,12,3,0,1.0,No,9,7,5,4,25,6,4,4,2,4,6,Travel_Rarely,18,1,15137.279999999999,50,High,No,0
1285,34,Female,Research & Development,Laboratory Technician,3,Medical,Divorced,4444,8232.795183664148,0.5397923670951961,Underpaid,13,3,2,1.2,No,11,8,5,10,15,4,2,3,4,3,2,Travel_Frequently,19,1,8319.168,65,High,No,0
1286,28,Male,Research & Development,Laboratory Technician,4,Medical,Single,2154,3553.078001564091,0.6062349318117399,Underpaid,11,3,0,1.0,Yes,4,2,0,2,5,0,3,4,2,3,2,Travel_Frequently,1,0,0.0,55,High,No,0
1288,44,Male,Research & Development,Manager,2,Life Sciences,Divorced,19190,13900.07739476988,1.3805678526092622,Overpaid,14,3,2,1.2,No,25,9,14,13,26,1,1,3,2,4,4,Travel_Rarely,4,0,0.0,35,Medium,No,0
1289,34,Male,Human Resources,Human Resources,3,Life Sciences,Married,4490,6927.579314141123,0.6481340445766758,Underpaid,11,3,2,1.2,No,10,9,1,8,14,4,2,3,4,4,5,Travel_Frequently,11,1,7112.16,45,Medium,No,0
1291,35,Male,Research & Development,Research Scientist,1,Life Sciences,Married,3506,2978.806631112623,1.17698140033026,Overpaid,14,3,0,1.0,Yes,3,2,2,2,4,0,3,3,3,4,3,Travel_Rarely,6,0,0.0,25,Medium,No,0
1292,42,Female,Research & Development,Research Scientist,4,Medical,Married,2372,9001.401969688577,0.2635145067387835,Underpaid,16,3,0,1.0,Yes,1,0,0,0,18,6,2,2,3,4,2,Travel_Rarely,7,0,0.0,70,High,No,0
1293,43,Female,Sales,Sales Executive,4,Marketing,Single,10231,12757.40827895459,0.8019653973822951,Underpaid,14,3,0,1.0,No,21,7,15,17,23,3,4,4,4,4,3,Travel_Rarely,4,1,17188.08,50,High,No,0
1294,36,Female,Research & Development,Manufacturing Director,4,Life Sciences,Single,5410,9313.581510229931,0.5808721375399698,Underpaid,11,3,0,1.0,Yes,16,14,5,12,18,9,2,3,3,4,2,Travel_Rarely,2,0,0.0,90,High,No,0
1295,44,Female,Research & Development,Healthcare Representative,3,Medical,Married,7978,6143.106658645226,1.2986914346949388,Overpaid,11,3,1,1.1,No,10,7,0,5,10,1,4,1,3,4,2,Travel_Rarely,15,0,0.0,0,Stable,Yes,1
1296,28,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,3867,2182.0324315922917,1.7722009737399453,Overpaid,12,3,1,1.1,Yes,2,2,2,2,2,1,4,4,3,2,2,Travel_Frequently,2,0,0.0,25,Medium,No,0
1297,51,Female,Research & Development,Laboratory Technician,2,Medical,Single,2838,5336.730683568867,0.5317862504731315,Underpaid,14,3,0,1.0,No,7,0,7,7,8,0,3,2,2,2,6,Travel_Frequently,6,1,4767.84,50,High,No,0
1298,30,Female,Research & Development,Manufacturing Director,2,Medical,Single,4695,5933.101970383214,0.7913229914868215,Underpaid,18,3,0,1.0,Yes,8,4,1,7,10,7,3,3,3,3,3,Non-Travel,9,0,0.0,55,High,No,0
1299,29,Female,Research & Development,Laboratory Technician,3,Technical Degree,Divorced,3339,5813.5970375238,0.5743432127215664,Underpaid,13,3,2,1.2,Yes,7,7,7,7,10,3,3,2,3,1,2,Travel_Rarely,7,0,0.0,75,High,Yes,1
1301,28,Male,Research & Development,Research Scientist,3,Technical Degree,Single,2080,3253.7842069104295,0.6392556690091705,Underpaid,11,3,0,1.0,No,3,2,1,2,5,2,1,4,2,2,2,Travel_Rarely,1,1,2745.6,45,Medium,No,0
1303,25,Female,Research & Development,Research Scientist,3,Medical,Single,2096,1849.7560750975013,1.1331223766298586,Fair,18,3,0,1.0,No,2,2,2,1,2,1,2,4,2,4,3,Travel_Rarely,1,1,4527.36,15,Stable,No,0
1304,32,Male,Sales,Sales Executive,3,Medical,Married,6209,6397.678433066531,0.9705082968704174,Fair,15,3,2,1.2,No,10,7,0,8,10,1,4,3,4,3,4,Travel_Rarely,8,1,13411.439999999999,0,Stable,No,0
1306,45,Female,Research & Development,Manager,3,Medical,Single,18061,10818.141690135923,1.6695103944208995,Overpaid,22,4,0,1.0,No,0,0,0,0,22,3,2,2,3,3,4,Travel_Frequently,25,0,0.0,15,Stable,No,0
1307,39,Female,Research & Development,Manager,4,Medical,Divorced,17123,11149.170116443122,1.5358093760491196,Overpaid,13,3,2,1.2,Yes,19,9,15,2,21,6,2,3,3,4,4,Travel_Rarely,13,0,0.0,60,High,No,0
1308,58,Male,Research & Development,Research Scientist,4,Life Sciences,Divorced,2372,1762.316365631696,1.345955837588653,Overpaid,12,3,2,1.2,No,2,2,2,2,2,1,3,1,3,4,3,Travel_Rarely,23,0,0.0,0,Stable,No,0
1309,32,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,4883,6208.154443879963,0.7865461537951415,Underpaid,18,3,1,1.1,No,10,4,1,1,10,1,3,4,3,1,3,Travel_Rarely,7,1,11602.008,30,Medium,Yes,1
1310,39,Male,Research & Development,Research Scientist,3,Medical,Single,3904,3812.5554968891997,1.0239850942984077,Fair,13,3,0,1.0,No,5,2,0,3,6,0,1,3,3,1,2,Travel_Rarely,23,1,6090.24,15,Stable,Yes,1
1311,30,Female,Research & Development,Laboratory Technician,3,Technical Degree,Married,4627,6162.088422800366,0.7508817924260256,Underpaid,12,3,1,1.1,No,9,2,6,7,10,0,4,1,3,1,6,Travel_Rarely,6,1,7329.168000000001,50,High,No,0
1312,36,Female,Research & Development,Healthcare Representative,4,Technical Degree,Married,7094,5892.29550630539,1.2039450486501666,Overpaid,12,3,0,1.0,No,7,7,1,7,10,3,3,4,3,1,0,Travel_Rarely,10,0,0.0,0,Stable,No,0
1314,46,Female,Human Resources,Human Resources,2,Life Sciences,Single,3423,5195.965855831559,0.658780310528462,Underpaid,12,3,0,1.0,No,7,6,5,7,10,6,1,4,4,3,3,Travel_Rarely,1,1,4929.12,65,High,No,0
1315,28,Female,Research & Development,Laboratory Technician,3,Life Sciences,Married,6674,5874.595914767712,1.1360781399828241,Fair,11,3,3,1.3,No,9,8,7,5,10,0,4,3,3,1,6,Non-Travel,1,1,11452.584,20,Stable,No,0
1317,50,Female,Research & Development,Research Director,3,Life Sciences,Married,16880,12333.993190622466,1.3685754272050241,Overpaid,11,3,0,1.0,Yes,3,2,1,2,25,4,1,4,3,2,2,Travel_Rarely,28,0,0.0,40,Medium,No,0
1318,40,Male,Sales,Sales Executive,4,Marketing,Single,9094,5731.842244764251,1.5865754170584354,Overpaid,12,3,0,1.0,Yes,5,4,1,0,9,2,2,4,3,3,2,Travel_Rarely,25,0,0.0,40,Medium,Yes,1
1319,52,Male,Sales,Sales Executive,3,Life Sciences,Single,8446,6288.7641378171775,1.3430301749131264,Overpaid,19,3,0,1.0,Yes,8,7,7,7,10,9,2,2,2,3,2,Travel_Rarely,5,0,0.0,60,High,Yes,1
1321,30,Female,Research & Development,Manager,4,Medical,Married,11916,5324.759959804343,2.2378473564915122,Overpaid,23,4,2,1.2,Yes,9,1,0,8,9,1,1,2,3,4,2,Travel_Rarely,17,0,0.0,40,Medium,No,0
1322,39,Male,Research & Development,Manufacturing Director,2,Life Sciences,Single,4534,5339.49872163747,0.8491433814988447,Underpaid,11,3,0,1.0,No,8,7,1,7,9,0,3,1,3,1,6,Travel_Rarely,18,1,5984.88,30,Medium,No,0
1324,31,Female,Sales,Sales Executive,4,Life Sciences,Divorced,9852,6262.323305595283,1.573218040530964,Overpaid,19,3,1,1.1,Yes,10,8,9,6,10,1,3,4,2,1,5,Non-Travel,2,0,0.0,45,Medium,No,0
1329,41,Male,Sales,Sales Executive,2,Medical,Single,6151,11263.52251374639,0.5460991437175279,Underpaid,13,3,0,1.0,No,19,2,11,9,19,1,2,3,3,1,4,Non-Travel,10,1,9595.56,65,High,No,0
1331,31,Female,Sales,Sales Representative,3,Life Sciences,Single,2302,3023.9874374913875,0.7612465486661124,Underpaid,11,3,0,1.0,Yes,3,2,2,2,3,1,2,4,4,1,2,Travel_Frequently,1,0,0.0,70,High,Yes,1
1333,44,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,2362,5835.345537052305,0.40477465901584847,Underpaid,12,3,0,1.0,No,3,2,1,2,10,4,1,1,4,3,4,Travel_Rarely,3,1,3401.2799999999997,45,Medium,Yes,1
1334,42,Male,Research & Development,Manager,1,Life Sciences,Married,17861,11513.861810470655,1.5512605843295153,Overpaid,13,3,0,1.0,Yes,20,8,2,10,21,0,3,3,2,4,3,Non-Travel,2,0,0.0,25,Medium,No,0
1336,55,Female,Research & Development,Manager,2,Medical,Married,19187,12223.763524833568,1.5696475116702029,Overpaid,14,3,1,1.1,No,19,9,9,11,23,4,3,4,3,4,5,Travel_Rarely,2,0,0.0,20,Stable,No,0
1338,56,Male,Human Resources,Manager,4,Life Sciences,Single,19717,16694.976375633723,1.181013950326813,Overpaid,14,3,0,1.0,No,7,3,7,7,36,6,2,4,3,1,4,Travel_Rarely,8,0,0.0,35,Medium,No,0
1340,40,Male,Research & Development,Research Scientist,2,Life Sciences,Divorced,3544,3845.5380587303284,0.921587550526054,Fair,16,3,1,1.1,No,4,2,0,0,6,9,3,3,3,2,0,Non-Travel,16,1,7484.928000000001,0,Stable,No,0
1344,34,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,8500,6088.64951102055,1.3960402852249696,Overpaid,11,3,1,1.1,No,9,7,1,6,10,0,4,4,2,4,0,Travel_Rarely,9,0,0.0,0,Stable,No,0
1346,40,Male,Research & Development,Research Scientist,3,Life Sciences,Single,4661,5092.462563543504,0.915274278767937,Fair,13,3,0,1.0,No,9,8,8,8,9,1,4,3,3,3,4,Travel_Rarely,2,1,7271.16,20,Stable,No,0
1349,41,Female,Sales,Sales Executive,3,Marketing,Divorced,4103,6534.882957463624,0.627861283317076,Underpaid,17,3,1,1.1,No,9,3,1,7,10,0,1,3,3,4,2,Travel_Frequently,1,1,9207.132000000001,45,Medium,No,0
1350,35,Male,Research & Development,Research Scientist,4,Life Sciences,Single,4249,5100.853690088583,0.8329978192192002,Underpaid,11,3,0,1.0,Yes,9,6,1,1,9,1,3,3,3,2,3,Travel_Frequently,4,0,0.0,55,High,No,0
1352,51,Male,Human Resources,Manager,3,Life Sciences,Divorced,14026,16561.23843112022,0.8469173400489028,Underpaid,11,3,1,1.1,Yes,33,9,0,10,33,1,2,3,3,2,2,Travel_Rarely,5,0,0.0,70,High,No,0
1355,38,Female,Sales,Sales Executive,2,Life Sciences,Divorced,6893,6771.6036943877225,1.017927260821966,Fair,15,3,1,1.1,No,7,7,1,7,11,3,1,2,3,4,3,Travel_Rarely,2,1,13648.140000000001,15,Stable,No,0
1356,34,Female,Sales,Sales Executive,2,Medical,Single,6125,6437.202724526895,0.951500249737771,Fair,12,3,0,1.0,No,10,8,9,6,10,1,1,3,4,4,6,Travel_Rarely,15,1,8820.0,35,Medium,No,0
1358,25,Male,Research & Development,Laboratory Technician,1,Medical,Married,3669,4660.653971795664,0.7872285782646082,Underpaid,11,3,3,1.3,No,3,2,1,2,7,3,4,4,2,3,6,Travel_Rarely,19,1,6296.004,30,Medium,No,0
1360,58,Female,Research & Development,Manufacturing Director,4,Medical,Married,10008,15074.556645991503,0.6639001222408251,Underpaid,14,3,0,1.0,Yes,10,9,5,9,31,7,1,3,2,4,0,Travel_Rarely,7,0,0.0,90,High,Yes,1
1361,40,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,2387,4187.913903340382,0.5699735130887172,Underpaid,22,4,1,1.1,No,4,2,0,3,7,3,2,2,3,3,3,Travel_Rarely,1,1,6931.848000000001,45,Medium,No,0
1362,36,Female,Sales,Sales Executive,3,Marketing,Married,4639,9818.963134295835,0.4724531436315129,Underpaid,16,3,1,1.1,No,15,7,6,13,17,2,1,1,2,4,2,Travel_Frequently,7,1,9797.568000000001,65,High,No,0
1363,48,Male,Research & Development,Manufacturing Director,3,Life Sciences,Single,7898,6164.856460868968,1.2811328293094981,Overpaid,11,3,0,1.0,No,10,9,0,8,11,1,4,4,3,3,2,Travel_Rarely,4,0,0.0,0,Stable,No,0
1364,27,Female,Sales,Sales Representative,3,Medical,Married,2534,3910.617967711753,0.6479794295740775,Underpaid,14,3,1,1.1,No,1,0,0,0,5,8,4,3,3,2,4,Travel_Rarely,11,0,0.0,30,Medium,No,0
